No;ID_cliente;Departamento ;Sexo;Jubilado;Socio;Empleado;Meses_alta;Servicio_telefonico;Lineas_multiples;Servicio_Internet;Seguridad_Online;CopiaSeguridad_Online;Proteccion_dispositivo;Soporte_tecnico;Television_carta;Peliculas_carta;Contrato;Factura_digital;Metodo_pago;Gasto_mensual;Gasto_total;Abandono;meses_alta_cut 
951;4208-UFFGW;Valle del Cauca;Male;1;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44.95;85.15;Yes;1-jun
952;8584-KMVXD;Antioquia;Female;0;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;75.6;535.55;No;jun-18
953;8467-WYNSR;Atlántico;Male;0;No;No;22;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;55.1;1253.15;No;18-42
954;0851-DFJKB;Atlántico;Female;0;No;No;15;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;58.95;955.15;No;jun-18
955;5382-SOYZL;Huila;Male;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.1;2162.6;No;18-42
956;9448-REEVD;Bogotá;Male;0;Yes;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);44.7;44.7;Yes;<1
957;3261-CQXOL;Vichada;Female;0;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25.45;1813.35;No;60+
958;8388-FYNPZ;Antioquia;Male;0;No;No;4;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Electronic check;56.75;245.15;No;1-jun
959;4002-BQWPQ;Amazonas;Male;0;No;No;25;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);81.75;2028.8;No;18-42
960;5651-YLPRD;Valle del Cauca;Female;0;Yes;Yes;32;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;86.1;2723.75;No;18-42
961;2826-DXLQO;Huila;Male;1;Yes;No;7;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);29.8;220.45;No;jun-18
962;4378-BZYFP;Vichada;Male;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20.5;365.8;No;jun-18
963;9489-UTFKA;Amazonas;Male;1;Yes;No;8;Yes;No;DSL;Yes;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);60.9;551.95;No;jun-18
964;4849-PYRLQ;Vichada;Female;1;No;No;56;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);73.25;4054.2;No;42-60
965;9117-SHLZX;Amazonas;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45.7;45.7;Yes;<1
966;9889-TMAHG;Atlántico;Male;1;No;No;8;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);100.3;832.35;Yes;jun-18
967;4541-RMRLG;Vichada;Male;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19.25;112.3;Yes;jun-18
968;7764-BDPEE;Amazonas;Male;0;No;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.85;60.65;No;1-jun
969;3429-IFLEM;Atlántico;Female;0;No;No;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);77.35;5550.1;No;60+
970;3158-MOERK;Antioquia;Female;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96;174.8;Yes;1-jun
971;7294-TMAOP;Santander;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;90.55;90.55;Yes;<1
972;5002-GCQFH;Antioquia;Male;0;Yes;No;49;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);93.85;4733.1;No;42-60
973;0556-FJEGU;Valle del Cauca;Male;0;No;No;58;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);70.1;4048.95;No;42-60
974;8919-FYFQZ;Valle del Cauca;Male;1;Yes;No;44;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;30.35;1359.7;Yes;42-60
975;0604-THJFP;Bogotá;Female;0;Yes;Yes;59;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);75.95;4542.35;No;42-60
976;2834-JRTUA;Valle del Cauca;Male;0;No;No;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;108.05;7532.15;Yes;60+
977;5875-YPQFJ;Atlántico;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.9;69.9;Yes;<1
978;5879-SESNB;Antioquia;Female;0;No;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;75.25;888.65;No;jun-18
979;6646-QVXLR;Bogotá;Male;1;Yes;No;62;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;103.75;6383.35;Yes;60+
980;6461-PPAXN;Bogotá;Female;0;Yes;Yes;35;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;Yes;Bank transfer (automatic);54.95;1916;No;18-42
981;3318-ISQFQ;Guainía;Female;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);19.5;413;No;18-42
982;1106-HRLKZ;Amazonas;Male;0;Yes;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.6;808.95;No;18-42
983;2483-XSSMZ;Bogotá;Female;0;No;No;39;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Electronic check;47.85;1886.4;No;18-42
984;8603-IJWDN;Atlántico;Male;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86.6;86.6;Yes;<1
985;8165-ZJRNM;Amazonas;Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);23.75;1679.25;No;60+
986;9369-XFEHK;Antioquia;Female;1;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);80.6;2656.5;Yes;18-42
987;2604-XVDAM;Huila;Female;0;No;No;12;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);43.8;540.95;No;jun-18
988;3717-OFRTN;Amazonas;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19.75;19.75;No;<1
989;9046-JBFWA;Vichada;Male;0;No;Yes;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.15;537.35;No;18-42
990;3280-NMUVX;Vichada;Male;0;Yes;Yes;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19.6;678.8;No;18-42
991;1206-EHBDD;Santander;Female;0;Yes;No;56;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Two year;No;Bank transfer (automatic);80.3;4513.65;No;42-60
992;8361-LBRDI;Vichada;Female;0;No;No;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24.35;1423.85;No;42-60
993;4883-KCPZJ;Guainía;Female;0;Yes;Yes;22;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25.25;555.4;No;18-42
994;9108-EQPNQ;Vichada;Female;0;Yes;Yes;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);26.1;225.55;No;jun-18
995;7277-KAMWT;Vichada;Male;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20;268.45;No;jun-18
996;3842-IYKUE;Antioquia;Female;0;No;No;35;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);85.3;2917.5;Yes;18-42
997;6641-XRPSU;Boyacá;Female;0;No;No;34;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);70;2416.1;Yes;18-42
998;1374-DMZUI;Atlántico;Female;1;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.3;424.45;Yes;1-jun
999;2545-LXYVJ;Amazonas;Male;0;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.7;1492.1;No;60+
1000;3234-VKACU;Santander;Male;0;No;No;2;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;70.3;132.4;No;1-jun
1001;8357-EQXFO;Bogotá;Female;0;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.35;660.9;Yes;jun-18
1002;1989-PRJHP;Valle del Cauca;Male;1;Yes;No;27;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75.5;1893.95;Yes;18-42
1003;8120-JDCAM;Antioquia;Male;0;Yes;Yes;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69.55;284.9;No;1-jun
1004;8917-FAEMR;Amazonas;Female;0;No;No;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.85;784.25;No;18-42
1005;7047-YXDMZ;Vichada;Male;0;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20;417.7;No;18-42
1006;2858-EIMXH;Boyacá;Female;1;Yes;No;53;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);95.85;5016.25;No;42-60
1007;9524-EGPJC;Bogotá;Female;0;No;No;18;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;90.1;1612.75;Yes;jun-18
1008;6993-OHLXR;Atlántico;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;68.95;119.75;Yes;1-jun
1009;8818-XYFCQ;Boyacá;Male;0;Yes;Yes;32;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99.55;3204.65;Yes;18-42
1010;6419-ZTTLE;Vaupés;Male;1;Yes;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;20.75;485.2;No;18-42
1011;0929-HYQEW;Amazonas;Male;0;No;No;3;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;50.15;160.85;No;1-jun
1012;6614-YOLAC;Amazonas;Female;0;Yes;Yes;71;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Mailed check;58.65;4145.25;No;60+
1013;7426-RHZGU;Huila;Male;0;No;No;9;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);95.9;827.45;No;jun-18
1014;4065-JJAVA;Vichada;Female;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;49.5;49.5;No;<1
1015;4695-VADHF;Boyacá;Male;0;Yes;Yes;18;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;57.45;990.85;Yes;jun-18
1016;3863-IUBJR;Vichada;Male;0;Yes;Yes;12;Yes;No;DSL;No;No;No;No;No;Yes;One year;No;Credit card (automatic);53.65;696.35;Yes;jun-18
1017;7649-SIJJF;Vichada;Male;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;80.1;5585.4;No;60+
1018;9361-YNQWJ;Vichada;Female;0;No;No;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);24.4;1601.2;No;60+
1019;3748-FVMZZ;Valle del Cauca;Male;0;No;No;4;No;No phone service;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;40.05;162.45;No;1-jun
1020;9391-TTOYH;Amazonas;Female;0;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.5;470.2;No;18-42
1021;1452-XRSJV;Santander;Female;0;Yes;Yes;39;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);51.05;2066;No;18-42
1022;3422-WJOYD;Bogotá;Male;0;Yes;No;28;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Mailed check;54.35;1426.45;No;18-42
1023;8242-SOQUO;Valle del Cauca;Female;1;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;84.7;392.5;No;1-jun
1024;7460-ITWWP;Santander;Female;1;Yes;No;45;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;86.1;3861.45;No;42-60
1025;7147-AYBAA;Antioquia;Male;0;No;No;37;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70.35;2552.9;No;18-42
1026;7868-TMWMZ;Boyacá;Female;1;Yes;No;60;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);110;6668.35;No;42-60
1027;4822-RVYBB;Santander;Male;1;No;No;8;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.6;819.4;Yes;jun-18
1028;6732-FZUGP;Huila;Female;0;No;No;47;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;One year;No;Credit card (automatic);94.9;4615.25;No;42-60
1029;8436-BJUMM;Bogotá;Male;0;Yes;Yes;26;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;83.75;2070.6;Yes;18-42
1030;4184-TJFAN;Valle del Cauca;Female;1;Yes;Yes;3;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;88.3;273.75;Yes;1-jun
1031;8329-GWVPJ;Boyacá;Female;0;Yes;Yes;50;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69.75;3557.7;No;42-60
1032;1352-VHKAJ;Bogotá;Male;0;Yes;Yes;27;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);71.6;1957.1;No;18-42
1033;4145-UQXUQ;Valle del Cauca;Female;1;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;92.1;729.95;Yes;jun-18
1034;2632-TACXW;Vichada;Female;0;Yes;No;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);23.65;1416.75;No;60+
1035;8146-QQKZH;Atlántico;Female;0;Yes;No;71;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);81.85;5924.4;No;60+
1036;1767-CJKBA;Vichada;Male;0;No;No;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25.1;1697.7;No;60+
1037;6445-TNRXS;Bogotá;Male;0;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);114.7;7849.85;No;60+
1038;4581-LNWUM;Amazonas;Female;0;No;No;13;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;49.15;649.4;No;jun-18
1039;4869-EPIUS;Huila;Male;0;Yes;No;56;Yes;No;Fiber optic;No;No;No;No;No;Yes;One year;Yes;Electronic check;80.9;4557.5;No;42-60
1040;9948-YPTDG;Atlántico;Male;0;Yes;No;38;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;79.45;3013.05;Yes;18-42
1041;1236-WFCDV;Huila;Male;1;No;No;14;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);90.45;1266.1;Yes;jun-18
1042;1915-OAKWD;Guainía;Female;0;No;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19.3;360.35;No;jun-18
1043;7296-PIXQY;Atlántico;Female;0;Yes;Yes;14;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70.2;1046.5;No;jun-18
1044;4883-QICIH;Bogotá;Male;0;Yes;Yes;32;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69.75;2347.9;Yes;18-42
1045;3354-OADJP;Bogotá;Female;0;No;No;8;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);54.25;447.75;No;jun-18
1046;3524-WQDSG;Atlántico;Female;0;Yes;Yes;43;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);99.3;4209.95;No;42-60
1047;0810-DHDBD;Huila;Female;0;No;No;52;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Credit card (automatic);74;3877.65;No;42-60
1048;4026-SKKHW;Atlántico;Male;0;No;No;3;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;50.25;152.3;No;1-jun
1049;2829-HYVZP;Amazonas;Male;0;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19.8;572.2;No;18-42
1050;8329-IBCTI;Vichada;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.65;19.65;Yes;<1
1051;1271-SJBGZ;Santander;Male;1;No;No;12;No;No phone service;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;43.65;526.95;Yes;jun-18
1052;3845-JHAMY;Valle del Cauca;Female;0;Yes;Yes;16;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);35.5;552.7;No;jun-18
1053;7013-PSXHK;Vichada;Female;0;No;No;40;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;80.75;3208.65;No;18-42
1054;5669-SRAIP;Santander;Female;0;No;No;5;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;39.5;210.75;Yes;1-jun
1055;5981-ITEMU;Huila;Male;0;Yes;No;40;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);97.1;3706.95;Yes;18-42
1056;3486-NPGST;Amazonas;Female;0;No;No;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.55;620.75;No;18-42
1057;6941-PMGEP;Santander;Female;0;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80;412.5;Yes;1-jun
1058;1624-WOIWJ;Antioquia;Female;0;No;No;10;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;84.7;832.05;Yes;jun-18
1059;2074-GKOWZ;Atlántico;Male;0;Yes;Yes;2;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);89.55;185.55;Yes;1-jun
1060;0376-YMCJC;Valle del Cauca;Male;0;No;No;23;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;90.6;1943.2;Yes;18-42
1061;6100-FJZDG;Amazonas;Male;0;Yes;Yes;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20.05;505.9;No;18-42
1062;4829-ZLJTK;Boyacá;Female;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;112.4;8046.85;No;60+
1063;1730-VFMWO;Atlántico;Female;0;Yes;No;34;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);50.2;1815.3;No;18-42
1064;7143-BQIBA;Bogotá;Male;0;No;No;10;Yes;No;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);62.25;612.95;No;jun-18
1065;3800-LYTRK;Huila;Female;0;No;No;14;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Mailed check;55.7;795.15;No;jun-18
1066;0634-SZPQA;Valle del Cauca;Female;0;No;No;23;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);90.05;2169.8;Yes;18-42
1067;9646-NMHXE;Vichada;Male;0;Yes;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.65;973.1;No;42-60
1068;7030-NJVDP;Bogotá;Male;0;Yes;No;24;Yes;No;Fiber optic;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;89.25;2210.2;No;18-42
1069;5536-RTPWK;Huila;Male;0;Yes;No;49;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);99.05;4853.75;Yes;42-60
1070;8883-GRDWQ;Bogotá;Male;1;No;No;20;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Mailed check;54;1055.9;No;18-42
1071;6166-ILMNY;Huila;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);69.75;144.55;Yes;1-jun
1072;3097-NNSPB;Huila;Female;0;No;No;2;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);49.05;91.1;Yes;1-jun
1073;7771-ZONAT;Vichada;Male;0;No;No;22;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);56.75;1304.85;No;18-42
1074;0655-RBDUG;Boyacá;Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);98.05;713;Yes;jun-18
1075;2111-DWYHN;Amazonas;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21.1;21.1;No;<1
1076;4194-WHFCB;Santander;Female;0;Yes;Yes;59;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);96.65;5580.8;No;42-60
1077;4121-AGSIN;Vichada;Female;0;Yes;Yes;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);24.5;1497.9;No;42-60
1078;4361-BKAXE;Bogotá;Female;0;No;No;41;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);114.5;4527.45;Yes;18-42
1079;9845-PEEKO;Huila;Female;1;No;No;59;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Two year;Yes;Credit card (automatic);79.2;4590.35;No;42-60
1080;0455-XFASS;Atlántico;Female;0;Yes;Yes;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.55;200.2;No;1-jun
1081;0301-KOBTQ;Vichada;Male;0;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20.05;614.45;No;18-42
1082;1751-NCDLI;Valle del Cauca;Male;1;Yes;No;46;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;98.85;4564.9;No;42-60
1084;9878-TNQGW;Atlántico;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80.95;171.15;Yes;1-jun
1085;9170-ARBTB;Vichada;Female;0;Yes;Yes;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19.6;1012.4;No;42-60
1086;4441-NIHPT;Bogotá;Female;1;No;No;13;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;74.3;940.35;Yes;jun-18
1087;8999-BOHSE;Santander;Female;1;No;No;11;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);89.7;1047.7;Yes;jun-18
1088;7241-AJHFS;Huila;Male;0;No;No;32;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);87.65;2766.4;No;18-42
1089;7029-RPUAV;Atlántico;Male;1;Yes;No;17;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);100.45;1622.45;Yes;jun-18
1090;4546-FOKWR;Bogotá;Female;0;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74.75;1129.35;No;jun-18
1091;9036-CSKBW;Boyacá;Female;0;No;No;51;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);107.45;5680.9;No;42-60
1092;5832-TRLPB;Boyacá;Male;0;No;No;29;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);75.35;2243.9;No;18-42
1093;8590-YFFQO;Valle del Cauca;Male;0;Yes;No;70;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);64.95;4523.25;No;60+
1094;8659-IOOPU;Boyacá;Female;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;Two year;No;Electronic check;100.45;7159.7;No;60+
1095;1338-CECEE;Antioquia;Male;0;Yes;Yes;41;Yes;Yes;DSL;No;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);68.5;2839.95;No;18-42
1096;7439-DKZTW;Huila;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80.55;80.55;No;<1
1097;4646-QZXTF;Amazonas;Female;0;Yes;No;7;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);81.25;580.1;No;jun-18
1098;4607-CHPCA;Bogotá;Male;0;Yes;Yes;25;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Electronic check;90.4;2178.6;Yes;18-42
1099;9742-XOKTS;Santander;Male;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;One year;No;Electronic check;89.55;6038.55;No;60+
